season,team,attempts,completions,passing_yards,passing_tds,passing_epa,sacks,sack_yards,carries,rushing_yards,rushing_tds,rushing_epa,interceptions,sack_fumbles_lost,receiving_fumbles_lost,rushing_fumbles_lost,season_type
2021,CAR,599,348,3573.0,14,-135.36683896492764,52.0,334.0,441,1795.0,17,-19.966084389326337,21.0,2,1.0,5.0,REG
2021,CHI,542,332,3635.0,16,-94.83239353184635,58.0,428.0,475,2018.0,14,-20.07169487785982,20.0,5,1.0,2.0,REG
2021,CIN,555,384,4806.0,36,92.0923717798685,55.0,403.0,436,1742.0,16,-34.22149252261203,14.0,2,2.0,1.0,REG
2021,CLE,520,320,3619.0,21,-17.356115227810736,49.0,299.0,482,2457.0,20,28.547589781980825,14.0,5,2.0,1.0,REG
2021,DAL,647,444,4963.0,40,122.0500802253373,33.0,163.0,473,2119.0,15,-25.483052031812043,11.0,4,0.0,4.0,REG
2021,DEN,541,354,3856.0,20,44.548579814754426,40.0,263.0,455,2025.0,16,-34.38671498639965,9.0,0,1.0,6.0,REG
2021,DET,593,396,3884.0,23,-25.27566867941608,36.0,286.0,427,1886.0,12,-38.1162811281006,14.0,4,1.0,4.0,REG
2021,GB,593,402,4526.0,39,123.64314223977385,33.0,211.0,446,1900.0,13,13.551044207552085,7.0,1,1.0,2.0,REG
2021,HOU,546,354,3630.0,21,-61.46474313821488,44.0,325.0,299,1075.0,6,-33.84548701097544,15.0,1,4.0,1.0,REG
2021,IND,516,322,3563.0,27,12.846730000047256,32.0,227.0,499,2540.0,22,40.28590038725944,7.0,4,1.0,3.0,REG
2021,JAX,604,361,3674.0,12,-58.183805229335576,32.0,238.0,396,1764.0,13,-24.112091974095954,17.0,5,2.0,4.0,REG
2021,KC,675,448,4937.0,37,147.81313168459016,28.0,146.0,431,1955.0,16,18.3484098809912,13.0,2,3.0,5.0,REG
2021,LA,607,406,4893.0,41,107.09178757017108,31.0,251.0,420,1692.0,10,-34.34425724879419,18.0,2,0.0,1.0,REG
2021,LAC,674,443,5014.0,38,114.92408747669968,31.0,214.0,423,1834.0,18,-14.627361516838729,15.0,0,3.0,2.0,REG
2021,LV,628,429,4808.0,23,39.58109039532134,40.0,241.0,414,1617.0,14,-49.077885610842344,14.0,5,3.0,2.0,REG
2021,MIA,615,404,3936.0,21,-5.695039533838319,40.0,285.0,492,1698.0,13,-73.76111018731183,14.0,4,0.0,2.0,REG
2021,MIN,604,398,4450.0,34,60.21775565399798,30.0,212.0,470,2004.0,10,-43.0047582654762,7.0,2,1.0,3.0,REG
2021,NE,535,364,4098.0,24,75.7820193656106,28.0,241.0,490,2148.0,24,5.562722359630066,13.0,2,4.0,3.0,REG
2021,NO,504,293,3437.0,29,-28.422659151199717,37.0,251.0,596,2267.0,13,-67.19911321381205,13.0,2,1.0,1.0,REG
2021,NYG,593,351,3463.0,15,-131.1479566302411,38.0,267.0,419,1688.0,8,-38.10357024139816,20.0,6,2.0,2.0,REG
2021,NYJ,558,328,3625.0,17,-87.58956325857655,51.0,404.0,376,1649.0,14,-12.977917836988883,19.0,2,4.0,1.0,REG
2021,PHI,494,307,3585.0,20,29.26312800430678,31.0,181.0,550,2715.0,25,40.894013085834196,10.0,1,1.0,4.0,REG
2021,PIT,664,425,4017.0,23,-56.34341774197806,38.0,239.0,411,1583.0,10,-20.156033461619195,11.0,5,3.0,0.0,REG
2021,SEA,500,326,3840.0,30,12.166748014212587,46.0,383.0,440,2156.0,19,9.450384041875829,8.0,2,3.0,1.0,REG
2021,SF,514,343,4437.0,26,105.7775216240011,33.0,216.0,499,2159.0,22,-5.675163904298118,14.0,2,4.0,1.0,REG
2021,TB,731,492,5383.0,43,145.2434173704021,23.0,154.0,416,1755.0,20,-8.072251362615736,12.0,2,2.0,3.0,REG
2021,TEN,535,359,3745.0,23,27.453517294325877,47.0,327.0,522,2318.0,22,7.049753084278246,14.0,3,3.0,4.0,REG
2021,WAS,550,356,3746.0,21,-32.201729638706,43.0,305.0,482,2082.0,13,-14.534534813217366,15.0,3,3.0,3.0,REG
2022,ARI,664,433,3966.0,17,-86.68155590684454,46.0,340.0,364,1574.0,13,-13.173291600709064,17.0,2,2.0,4.0,REG
2022,ATL,415,257,2927.0,17,10.590833167405428,37.0,228.0,559,2718.0,17,9.610464650738917,9.0,2,4.0,4.0,REG
2022,BAL,488,300,3202.0,19,-18.251107088511795,38.0,162.0,526,2720.0,14,31.660750905056243,13.0,2,3.0,3.0,REG
2022,BUF,574,361,4291.0,35,94.88315193244901,33.0,162.0,431,2177.0,16,10.975329717412343,14.0,3,2.0,6.0,REG
2022,CAR,246,145,1874.0,10,1.140773363907499,17.0,124.0,382,1765.0,13,10.746439613256468,6.0,1,1.0,1.0,REG
2022,CHI,378,224,2599.0,20,-79.9753786079063,58.0,379.0,565,3070.0,18,53.698777773572,15.0,2,3.0,2.0,REG
2022,CIN,610,418,4520.0,35,86.26105793048077,44.0,280.0,399,1528.0,14,-19.526504252410135,12.0,3,2.0,0.0,REG
2022,CLE,540,335,3710.0,19,-9.178522165335096,44.0,266.0,533,2492.0,19,23.063486050416053,12.0,3,3.0,2.0,REG
2022,DAL,556,355,3911.0,28,32.68326848221614,27.0,175.0,531,2298.0,24,-11.171539443865424,18.0,0,2.0,1.0,REG
2022,DEN,571,345,4007.0,18,-85.22585779168034,63.0,415.0,407,1794.0,12,-18.863362999739646,15.0,3,0.0,1.0,REG
2022,DET,588,383,4444.0,29,103.01854651409063,24.0,163.0,480,2179.0,23,-39.00076302635739,7.0,3,1.0,3.0,REG
2022,GB,563,364,3890.0,27,-2.7790855390558598,32.0,258.0,456,2113.0,12,5.130230863709382,12.0,2,3.0,3.0,REG
2022,HOU,579,352,3642.0,20,-111.3393723846354,38.0,298.0,395,1475.0,7,-69.96181517395517,19.0,2,1.0,5.0,REG
2022,IND,604,398,3855.0,17,-99.51496528279057,60.0,422.0,438,1921.0,7,-65.92975658336043,20.0,4,3.0,7.0,REG
2022,JAX,596,394,4148.0,25,71.59771078162973,28.0,189.0,437,2059.0,16,-16.335335033487674,9.0,5,1.0,7.0,REG
2022,KC,651,435,5250.0,41,186.56310499334168,26.0,188.0,510,2310.0,20,-14.293505419901647,12.0,0,5.0,4.0,REG
2022,LA,737,466,4819.0,22,-107.85948067718614,78.0,524.0,357,1430.0,13,-22.230951113763858,21.0,5,1.0,3.0,REG
2022,LAC,711,485,4791.0,26,24.83454355331627,39.0,207.0,404,1524.0,15,-9.985825247373642,10.0,3,3.0,2.0,REG
2022,LV,586,359,4182.0,28,22.412045271227132,35.0,248.0,428,2057.0,12,-7.768669671427147,17.0,1,2.0,0.0,REG
2022,MIA,584,368,4765.0,30,63.76648845856271,35.0,254.0,440,2034.0,12,-6.338343693039919,15.0,2,3.0,3.0,REG
2022,MIN,672,448,4818.0,30,26.657882276076332,47.0,334.0,404,1661.0,18,-44.033055880243374,15.0,4,1.0,3.0,REG
2022,NE,540,358,3815.0,19,-22.847696178340627,41.0,279.0,425,1832.0,12,-27.580703984924014,14.0,3,3.0,2.0,REG
2022,NO,512,338,3969.0,24,23.56385562727322,38.0,277.0,525,2217.0,13,-55.57931617970837,14.0,1,5.0,4.0,REG
2022,NYG,520,346,3431.0,17,9.29090379176475,49.0,274.0,518,2496.0,21,30.378172878398164,6.0,3,3.0,1.0,REG
2022,NYJ,627,357,4040.0,15,-65.89640805568237,42.0,317.0,486,2026.0,16,-30.171136057372472,14.0,6,2.0,1.0,REG
2022,PHI,536,350,4364.0,25,79.6426185892459,44.0,259.0,544,2509.0,32,51.25034052524869,9.0,2,6.0,2.0,REG
2022,PIT,570,363,3660.0,11,-3.4002309474404697,38.0,250.0,492,2018.0,16,3.2192455590318474,14.0,1,1.0,1.0,REG
2022,SEA,573,399,4282.0,30,23.90602290795341,46.0,348.0,427,2050.0,12,-13.080312920045992,12.0,2,4.0,3.0,REG
2022,SF,517,341,4108.0,30,103.00782554275708,31.0,193.0,497,2285.0,20,-15.799027107675725,10.0,1,2.0,3.0,REG
2022,TB,751,499,4746.0,26,52.062937898065236,22.0,160.0,385,1306.0,5,-83.86264449339824,10.0,2,5.0,3.0,REG
2022,TEN,456,285,3227.0,17,-27.62871457593257,49.0,313.0,487,2131.0,16,-38.464865175018424,11.0,3,1.0,5.0,REG
2022,WAS,554,344,3783.0,24,-57.465430429367274,48.0,311.0,538,2143.0,9,-29.01358091284797,16.0,6,0.0,1.0,REG
2023,ARI,289,188,1861.0,10,-47.62801224813274,25.0,160.0,418,2141.0,16,25.666844412047546,7.0,1,0.0,0.0,REG
2023,ATL,530,327,3775.0,17,-44.140411141401,40.0,251.0,523,2163.0,14,-63.52892563136509,17.0,4,1.0,4.0,REG
2023,BAL,494,328,3881.0,27,60.5336708311305,42.0,251.0,607,2875.0,26,-18.58887889861798,7.0,4,2.0,7.0,REG
2023,BUF,579,385,4306.0,29,90.5337982197074,24.0,152.0,512,2212.0,22,34.20259696993359,18.0,1,4.0,3.0,REG
2023,CAR,586,350,3245.0,13,-157.71920068522246,65.0,504.0,450,1792.0,7,-37.34706882193343,10.0,6,1.0,3.0,REG
2023,CHI,513,321,3421.0,19,-61.80865049815294,50.0,325.0,504,2294.0,15,19.355991998482786,15.0,5,3.0,1.0,REG
2023,CIN,615,420,4257.0,27,12.248734793142885,50.0,362.0,383,1527.0,12,-24.686269278267797,14.0,1,1.0,0.0,REG
2023,CLE,624,355,4011.0,24,-105.05982046867533,45.0,318.0,518,2017.0,15,-51.24262957975581,23.0,4,4.0,4.0,REG
2023,DAL,614,428,4660.0,36,113.44911704054334,40.0,263.0,468,1920.0,14,-5.616051915494905,10.0,1,1.0,2.0,REG
2023,DEN,513,337,3566.0,28,-11.282776328163337,52.0,304.0,451,1810.0,8,-35.06138213096555,9.0,4,5.0,2.0,REG
2023,DET,606,408,4606.0,30,83.84568034464867,31.0,205.0,502,2321.0,27,-21.926949302009408,12.0,2,3.0,5.0,REG
2023,GB,581,374,4210.0,32,88.95049360171791,30.0,242.0,441,1903.0,10,-29.138893871581715,11.0,1,2.0,3.0,REG
2023,HOU,669,420,4938.0,28,9.222567524394563,56.0,469.0,443,1619.0,10,-54.78886238974264,12.0,3,2.0,1.0,REG
2023,IND,574,355,3882.0,18,-1.1639152665812418,41.0,216.0,464,2035.0,19,-29.491943057943196,10.0,5,0.0,1.0,REG
2023,JAX,620,412,4377.0,22,7.1658076893513485,41.0,251.0,453,1646.0,17,-67.28956745267752,14.0,5,6.0,3.0,REG
2023,KC,635,421,4383.0,28,37.91712328721202,28.0,195.0,452,1858.0,9,-28.48900113729146,17.0,3,5.0,1.0,REG
2023,LA,545,343,4128.0,26,62.096960939342445,32.0,219.0,451,1993.0,17,3.816171632397557,12.0,0,2.0,1.0,REG
2023,LAC,632,409,4312.0,24,-3.6332536784342473,43.0,355.0,431,1642.0,11,-70.58481183499111,8.0,5,4.0,3.0,REG
2023,LV,557,348,3666.0,20,-45.00359071377129,40.0,286.0,413,1542.0,11,-56.24707497704475,18.0,2,1.0,2.0,REG
2023,MIA,566,393,4698.0,30,113.53626337925118,31.0,184.0,486,2413.0,28,-11.822051605298242,15.0,0,2.0,7.0,REG
2023,MIN,897,591,6269.0,38,-45.937903988440425,64.0,467.0,462,1840.0,11,-25.954159711427305,24.0,10,2.0,4.0,REG
2023,NE,557,351,3392.0,16,-135.5500539970651,47.0,318.0,439,1669.0,9,-47.75408564713435,21.0,2,4.0,2.0,REG
2023,NO,606,406,4225.0,28,17.58844462342101,35.0,235.0,460,1674.0,11,-56.60952911378892,11.0,2,0.0,3.0,REG
2023,NYG,518,338,3351.0,15,-109.18800819481376,85.0,465.0,467,1888.0,10,-77.88973889502894,12.0,1,3.0,4.0,REG
2023,NYJ,562,326,3185.0,10,-175.41469079526297,57.0,408.0,312,1409.0,7,-48.033771825664786,12.0,6,2.0,4.0,REG
2023,PHI,563,369,4067.0,24,63.66545852604182,39.0,233.0,510,2190.0,22,9.250554938215837,16.0,2,4.0,5.0,REG
2023,PIT,506,323,3421.0,13,-45.81835864339104,36.0,258.0,487,2010.0,16,-35.933443119076344,9.0,1,1.0,3.0,REG
2023,SEA,575,371,4167.0,23,31.268961976085972,38.0,257.0,382,1580.0,11,-21.4680270041887,12.0,2,0.0,1.0,REG
2023,SF,491,336,4577.0,33,143.04821406075783,34.0,193.0,499,2389.0,27,19.010535920274997,12.0,3,1.0,2.0,REG
2023,TB,568,364,4044.0,28,48.07470254995753,40.0,232.0,415,1467.0,8,-65.95078922808989,10.0,3,4.0,1.0,REG
2023,TEN,494,304,3512.0,14,-32.71673978224129,64.0,445.0,444,1846.0,16,-26.854351771577814,11.0,2,0.0,4.0,REG
2023,WAS,636,407,4174.0,24,-87.59133680092961,65.0,449.0,359,1592.0,14,-10.701849643582506,21.0,1,3.0,5.0,REG
2024,ARI,543,374,3859.0,21,64.52634920272747,30.0,220.0,463,2451.0,18,20.44892802745348,11.0,1,4.0,4.0,REG
2024,ATL,559,364,4283.0,21,36.21068677747927,32.0,215.0,495,2219.0,18,-1.9775853113813966,19.0,2,1.0,0.0,REG
2024,BAL,477,318,4189.0,41,172.36287614505392,24.0,154.0,555,3189.0,21,48.795395344900435,4.0,1,1.0,5.0,REG
2024,BUF,520,329,3938.0,30,131.61871673932293,14.0,63.0,491,2230.0,32,48.125276605717175,6.0,2,0.0,0.0,REG
2024,CAR,547,341,3411.0,22,-47.41681541928743,36.0,223.0,408,1878.0,18,6.1353626684791855,15.0,1,3.0,2.0,REG
2024,CHI,566,353,3552.0,20,-49.8444112069482,68.0,466.0,421,1707.0,12,-30.991073991769746,7.0,3,2.0,2.0,REG
2024,CIN,652,460,4918.0,43,117.02095542445556,48.0,278.0,388,1590.0,12,-7.103608068506085,9.0,5,3.0,2.0,REG
2024,CLE,661,395,3879.0,19,-177.42918532804433,66.0,373.0,391,1608.0,8,-25.846051966612837,23.0,5,1.0,3.0,REG
2024,DAL,637,398,4092.0,23,-45.33626065651339,38.0,230.0,357,1484.0,3,-40.91720414415827,14.0,2,5.0,5.0,REG
2024,DEN,570,379,3808.0,30,40.98005993288629,24.0,198.0,461,1908.0,12,-14.358007870328883,12.0,0,4.0,3.0,REG
2024,DET,551,399,4718.0,39,171.3296426415118,33.0,244.0,534,2488.0,29,10.480982670019518,12.0,0,2.0,1.0,REG
2024,GB,479,308,3939.0,28,75.22615873048723,22.0,137.0,526,2496.0,23,5.825955706319367,11.0,1,2.0,4.0,REG
2024,HOU,570,357,3952.0,20,-16.28401857631509,54.0,426.0,395,1768.0,14,-22.839679847461305,12.0,2,1.0,2.0,REG
2024,IND,513,289,3599.0,20,-32.7731714876517,32.0,238.0,496,2318.0,20,-20.449599681177105,19.0,5,1.0,3.0,REG
2024,JAX,546,343,3717.0,19,1.444102956176922,32.0,240.0,417,1728.0,13,-15.831145290670953,15.0,2,3.0,3.0,REG
2024,KC,600,404,4046.0,26,64.88177838726702,41.0,266.0,450,1790.0,15,2.584168148527114,11.0,0,1.0,2.0,REG
2024,LA,559,367,4096.0,22,37.248280907446784,31.0,228.0,450,1765.0,15,-28.236508768788426,9.0,2,0.0,3.0,REG
2024,LAC,510,336,3901.0,23,60.29963291616552,44.0,272.0,538,2109.0,20,-39.63314945023028,3.0,1,2.0,3.0,REG
2024,LV,635,410,4117.0,19,-62.07633084732313,50.0,320.0,380,1357.0,10,-91.980991300372,16.0,5,0.0,8.0,REG
2024,MIA,565,398,3883.0,22,51.315093236229735,42.0,290.0,446,1785.0,12,-83.9731785534389,10.0,3,1.0,5.0,REG
2024,MIN,889,580,6449.0,43,24.514078976882182,78.0,508.0,561,2268.0,12,-35.780735219013415,19.0,4,3.0,4.0,REG
2024,NE,529,342,3343.0,18,-55.309237036389064,52.0,348.0,446,1969.0,11,-31.529520828955295,11.0,5,1.0,6.0,REG
2024,NO,551,340,3730.0,21,-43.396907659384,37.0,242.0,444,1954.0,15,1.147340027154943,12.0,3,2.0,0.0,REG
2024,NYG,276,165,1604.0,7,-66.18302309021865,20.0,130.0,359,1528.0,11,-36.29060669386536,6.0,2,0.0,5.0,REG
2024,NYJ,607,385,4016.0,31,21.024283988213732,40.0,302.0,363,1561.0,8,-25.10794215262717,11.0,2,3.0,1.0,REG
2024,PHI,448,303,3517.0,24,57.81763815759183,45.0,323.0,621,3048.0,29,54.62072900161203,6.0,3,0.0,3.0,REG
2024,PIT,499,321,3607.0,21,6.33019022132272,49.0,343.0,533,2166.0,14,-48.22774490221067,6.0,3,3.0,4.0,REG
2024,SEA,593,413,4379.0,21,11.264787470504082,54.0,359.0,382,1626.0,17,-19.994776351115007,16.0,0,3.0,0.0,REG
2024,SF,533,349,4424.0,23,69.31216889322172,36.0,190.0,457,2163.0,17,-0.3189478543305242,16.0,4,1.0,3.0,REG
2024,TB,571,408,4505.0,41,116.52743922132298,40.0,248.0,483,2536.0,16,20.72083827855338,16.0,1,2.0,4.0,REG
2024,TEN,530,336,3621.0,22,-67.99548932357204,52.0,304.0,450,1855.0,11,-51.31917974443962,21.0,3,1.0,7.0,REG
2024,WAS,525,365,3932.0,29,79.0791423893543,50.0,267.0,526,2619.0,25,65.51382720882695,9.0,0,2.0,3.0,REG
